blacklist_id,type,value,reason,created_at
243,IP,24.49.210.36,IP address flagged for suspicious activity: 24.49.210.36,2024-11-17 06:52:26.423
244,IP,99.175.150.156,IP address flagged for suspicious activity: 99.175.150.156,2024-07-12 20:07:26.430
245,MERCHANT,Merchant_472954733_3228,Suspicious transactions detected for merchant Merchant_472954733_3228,2025-01-05 07:06:26.430
246,USER,olti_shala2026@yahoo.com,Suspicious activity detected for user olti_shala2026@yahoo.com,2025-05-10 00:39:26.437
247,MERCHANT,Merchant_227486694_2635,Suspicious transactions detected for merchant Merchant_227486694_2635,2025-02-15 17:52:26.440
248,USER,indrit_dedaj2026@gmail.com,Suspicious activity detected for user indrit_dedaj2026@gmail.com,2024-05-08 07:13:26.443
249,USER,qendrim767@yahoo.com,Suspicious activity detected for user qendrim767@yahoo.com,2025-10-09 06:00:26.447
250,MERCHANT,Merchant_431115930_881,Suspicious transactions detected for merchant Merchant_431115930_881,2025-03-27 14:54:26.450
251,MERCHANT,Merchant_615230522_2321,Suspicious transactions detected for merchant Merchant_615230522_2321,2024-06-10 23:05:26.450
252,MERCHANT,Merchant_611067475_496,Suspicious transactions detected for merchant Merchant_611067475_496,2025-02-10 13:41:26.453
253,USER,gkryeziu3421@outlook.com,Suspicious activity detected for user gkryeziu3421@outlook.com,2024-09-03 18:28:26.457
254,USER,valon.anderson9884@live.com,Suspicious activity detected for user valon.anderson9884@live.com,2025-12-30 17:16:26.460
255,IP,126.5.201.24,IP address flagged for suspicious activity: 126.5.201.24,2026-01-11 09:51:26.467
256,MERCHANT,Merchant_395497172_2022,Suspicious transactions detected for merchant Merchant_395497172_2022,2025-07-28 09:42:26.467
257,USER,zamir_kastrati2026@aol.com,Suspicious activity detected for user zamir_kastrati2026@aol.com,2024-10-08 21:59:26.470
258,IP,6.1.195.232,IP address flagged for suspicious activity: 6.1.195.232,2025-01-29 00:11:26.477
259,MERCHANT,Merchant_1624563176_54,Suspicious transactions detected for merchant Merchant_1624563176_54,2024-11-06 08:18:26.480
260,USER,blerim151@hotmail.com,Suspicious activity detected for user blerim151@hotmail.com,2024-04-26 12:06:26.483
261,IP,7.131.74.148,IP address flagged for suspicious activity: 7.131.74.148,2024-08-10 20:42:26.487
262,USER,fatos_maliqi2026@gmail.com,Suspicious activity detected for user fatos_maliqi2026@gmail.com,2025-07-29 12:55:26.490
263,USER,ilir.moore3436@gmail.com,Suspicious activity detected for user ilir.moore3436@gmail.com,2024-07-04 09:03:26.497
264,USER,flamur.kryeziu4472@hotmail.com,Suspicious activity detected for user flamur.kryeziu4472@hotmail.com,2024-03-25 09:24:26.500
265,MERCHANT,Merchant_1240999350_29,Suspicious transactions detected for merchant Merchant_1240999350_29,2025-08-23 23:13:26.503
266,USER,uran.bytyqi3532@gmail.com,Suspicious activity detected for user uran.bytyqi3532@gmail.com,2025-11-30 00:26:26.507
267,IP,45.170.210.176,IP address flagged for suspicious activity: 45.170.210.176,2024-02-12 17:40:26.510
268,USER,mergim.bytyqi5012@aol.com,Suspicious activity detected for user mergim.bytyqi5012@aol.com,2025-04-17 00:27:26.517
269,IP,131.25.198.98,IP address flagged for suspicious activity: 131.25.198.98,2024-04-18 13:08:26.520
270,MERCHANT,Merchant_1967018659_2487,Suspicious transactions detected for merchant Merchant_1967018659_2487,2025-05-12 01:56:26.523
271,IP,173.226.162.84,IP address flagged for suspicious activity: 173.226.162.84,2024-06-15 17:15:26.530
272,USER,teuta.krasniqi6324@gmail.com,Suspicious activity detected for user teuta.krasniqi6324@gmail.com,2024-05-11 23:18:26.530
273,IP,227.15.15.158,IP address flagged for suspicious activity: 227.15.15.158,2024-07-06 06:15:26.537
274,USER,drilon719@yahoo.com,Suspicious activity detected for user drilon719@yahoo.com,2025-11-23 06:12:26.540
275,MERCHANT,Merchant_1338241210_2065,Suspicious transactions detected for merchant Merchant_1338241210_2065,2025-02-13 03:03:26.543
276,USER,danderson1393@yahoo.com,Suspicious activity detected for user danderson1393@yahoo.com,2025-12-15 08:07:26.547
277,MERCHANT,Merchant_1153002505_4762,Suspicious transactions detected for merchant Merchant_1153002505_4762,2025-06-18 23:16:26.550
278,IP,74.30.93.109,IP address flagged for suspicious activity: 74.30.93.109,2024-03-08 18:40:26.553
279,IP,14.214.65.63,IP address flagged for suspicious activity: 14.214.65.63,2025-06-27 10:43:26.557
280,IP,55.26.48.151,IP address flagged for suspicious activity: 55.26.48.151,2025-11-12 16:37:26.563
281,IP,176.116.68.98,IP address flagged for suspicious activity: 176.116.68.98,2024-08-12 05:45:26.567
282,USER,ylber.bytyqi8468@protonmail.com,Suspicious activity detected for user ylber.bytyqi8468@protonmail.com,2024-08-17 11:25:26.570
283,MERCHANT,Merchant_1607586434_432,Suspicious transactions detected for merchant Merchant_1607586434_432,2024-11-06 20:30:26.573
284,USER,fatos.pllana9016@outlook.com,Suspicious activity detected for user fatos.pllana9016@outlook.com,2024-03-26 10:42:26.577
285,USER,zsmith113@gmail.com,Suspicious activity detected for user zsmith113@gmail.com,2025-06-20 08:53:26.580
286,USER,arta.bytyqi8024@yahoo.com,Suspicious activity detected for user arta.bytyqi8024@yahoo.com,2025-10-22 20:18:26.583
287,MERCHANT,Merchant_1785141017_541,Suspicious transactions detected for merchant Merchant_1785141017_541,2025-07-19 00:44:26.587
288,MERCHANT,Merchant_598716094_1555,Suspicious transactions detected for merchant Merchant_598716094_1555,2024-12-28 21:52:26.590
289,MERCHANT,Merchant_240153692_4979,Suspicious transactions detected for merchant Merchant_240153692_4979,2024-07-13 04:36:26.590
290,IP,38.71.58.6,IP address flagged for suspicious activity: 38.71.58.6,2024-07-25 07:47:26.597
291,MERCHANT,Merchant_2103079114_2833,Suspicious transactions detected for merchant Merchant_2103079114_2833,2025-08-24 18:32:26.600
292,MERCHANT,Merchant_1392648729_2245,Suspicious transactions detected for merchant Merchant_1392648729_2245,2025-07-06 02:47:26.600
293,USER,qendrim707@protonmail.com,Suspicious activity detected for user qendrim707@protonmail.com,2024-09-27 08:26:26.607
294,USER,blerina_gashi2026@outlook.com,Suspicious activity detected for user blerina_gashi2026@outlook.com,2025-11-05 12:47:26.610
295,MERCHANT,Merchant_827675613_4430,Suspicious transactions detected for merchant Merchant_827675613_4430,2025-07-07 15:53:26.613
296,IP,8.205.39.107,IP address flagged for suspicious activity: 8.205.39.107,2025-04-07 03:53:26.620
297,IP,234.1.215.119,IP address flagged for suspicious activity: 234.1.215.119,2024-10-06 07:06:26.627
298,IP,217.12.43.126,IP address flagged for suspicious activity: 217.12.43.126,2025-06-30 10:35:26.630
299,IP,161.165.176.81,IP address flagged for suspicious activity: 161.165.176.81,2025-04-08 19:04:26.637
300,USER,orges_kuka2026@aol.com,Suspicious activity detected for user orges_kuka2026@aol.com,2024-02-19 06:37:26.640
301,MERCHANT,Merchant_919587882_222,Suspicious transactions detected for merchant Merchant_919587882_222,2026-01-02 07:00:26.643
302,USER,fitim.hoti5228@outlook.com,Suspicious activity detected for user fitim.hoti5228@outlook.com,2024-04-10 07:19:26.650
303,IP,226.231.72.221,IP address flagged for suspicious activity: 226.231.72.221,2024-08-09 17:24:26.657
304,MERCHANT,Merchant_793969229_3639,Suspicious transactions detected for merchant Merchant_793969229_3639,2025-03-14 13:32:26.660
305,IP,239.192.232.119,IP address flagged for suspicious activity: 239.192.232.119,2025-08-05 11:15:26.667
306,MERCHANT,Merchant_1108064048_2003,Suspicious transactions detected for merchant Merchant_1108064048_2003,2024-11-01 17:43:26.670
307,USER,genta.martinez12@outlook.com,Suspicious activity detected for user genta.martinez12@outlook.com,2024-11-28 07:38:26.673
308,MERCHANT,Merchant_137378279_703,Suspicious transactions detected for merchant Merchant_137378279_703,2025-10-18 18:31:26.677
309,IP,219.227.120.70,IP address flagged for suspicious activity: 219.227.120.70,2025-03-23 14:56:26.683
310,MERCHANT,Merchant_48734816_4196,Suspicious transactions detected for merchant Merchant_48734816_4196,2024-11-18 19:15:26.687
311,USER,olsi_kamberi2026@gmail.com,Suspicious activity detected for user olsi_kamberi2026@gmail.com,2025-02-10 04:19:26.690
312,IP,250.170.212.21,IP address flagged for suspicious activity: 250.170.212.21,2025-04-16 04:22:26.697
313,MERCHANT,Merchant_172049599_1233,Suspicious transactions detected for merchant Merchant_172049599_1233,2025-01-28 02:00:26.700
314,USER,zamir_mehmeti2026@icloud.com,Suspicious activity detected for user zamir_mehmeti2026@icloud.com,2024-07-11 12:18:26.710
315,IP,57.128.174.215,IP address flagged for suspicious activity: 57.128.174.215,2025-02-25 13:50:26.713
316,USER,nderim_kastrati2026@protonmail.com,Suspicious activity detected for user nderim_kastrati2026@protonmail.com,2025-03-25 10:42:26.720
317,USER,rtaylor4917@aol.com,Suspicious activity detected for user rtaylor4917@aol.com,2024-12-21 13:58:26.727
318,IP,3.151.69.63,IP address flagged for suspicious activity: 3.151.69.63,2026-01-15 00:20:26.730
319,USER,vbasha9081@protonmail.com,Suspicious activity detected for user vbasha9081@protonmail.com,2025-01-04 04:57:26.733
320,USER,krenar.kryeziu8284@yahoo.com,Suspicious activity detected for user krenar.kryeziu8284@yahoo.com,2024-10-06 15:38:26.740
321,MERCHANT,Merchant_2048425362_2421,Suspicious transactions detected for merchant Merchant_2048425362_2421,2025-12-09 09:29:26.743
322,IP,158.25.211.143,IP address flagged for suspicious activity: 158.25.211.143,2025-05-17 17:36:26.747
323,USER,leotrim.jackson6132@yahoo.com,Suspicious activity detected for user leotrim.jackson6132@yahoo.com,2026-01-19 12:22:26.753
324,IP,140.121.253.59,IP address flagged for suspicious activity: 140.121.253.59,2024-04-10 06:54:26.757
325,MERCHANT,Merchant_2006074076_1622,Suspicious transactions detected for merchant Merchant_2006074076_1622,2025-07-18 04:23:26.760
326,USER,zgonzalez281@yahoo.com,Suspicious activity detected for user zgonzalez281@yahoo.com,2024-05-03 01:45:26.763
327,MERCHANT,Merchant_684562562_1386,Suspicious transactions detected for merchant Merchant_684562562_1386,2025-07-11 12:58:26.767
328,MERCHANT,Merchant_1110790203_4301,Suspicious transactions detected for merchant Merchant_1110790203_4301,2024-12-04 18:34:26.770
329,USER,yll.gonzalez5760@outlook.com,Suspicious activity detected for user yll.gonzalez5760@outlook.com,2024-08-31 17:01:26.773
330,MERCHANT,Merchant_1291122215_900,Suspicious transactions detected for merchant Merchant_1291122215_900,2024-09-26 10:53:26.773
331,USER,omaliqi8813@protonmail.com,Suspicious activity detected for user omaliqi8813@protonmail.com,2024-07-22 13:45:26.780
332,MERCHANT,Merchant_150041184_3895,Suspicious transactions detected for merchant Merchant_150041184_3895,2024-09-04 03:45:26.780
333,IP,27.106.229.138,IP address flagged for suspicious activity: 27.106.229.138,2025-07-04 01:26:26.787
334,IP,88.9.91.250,IP address flagged for suspicious activity: 88.9.91.250,2024-08-04 17:40:26.790
335,MERCHANT,Merchant_151038272_59,Suspicious transactions detected for merchant Merchant_151038272_59,2024-09-11 20:29:26.793
336,IP,62.75.35.99,IP address flagged for suspicious activity: 62.75.35.99,2025-04-06 22:45:26.797
337,USER,shkumbin751@icloud.com,Suspicious activity detected for user shkumbin751@icloud.com,2024-03-09 00:28:26.800
338,IP,248.170.29.166,IP address flagged for suspicious activity: 248.170.29.166,2025-02-16 02:37:26.803
339,MERCHANT,Merchant_1569569805_3533,Suspicious transactions detected for merchant Merchant_1569569805_3533,2024-04-22 05:53:26.807
340,USER,hekuran.basha3452@outlook.com,Suspicious activity detected for user hekuran.basha3452@outlook.com,2024-07-24 02:38:26.810
341,IP,3.165.81.242,IP address flagged for suspicious activity: 3.165.81.242,2025-10-23 08:00:26.813
342,MERCHANT,Merchant_61494529_4890,Suspicious transactions detected for merchant Merchant_61494529_4890,2024-03-14 08:56:26.817
343,MERCHANT,Merchant_1094211088_4090,Suspicious transactions detected for merchant Merchant_1094211088_4090,2025-04-08 08:20:26.820
344,IP,55.88.70.63,IP address flagged for suspicious activity: 55.88.70.63,2025-09-18 12:26:26.823
345,MERCHANT,Merchant_476303462_4125,Suspicious transactions detected for merchant Merchant_476303462_4125,2024-07-06 07:01:26.823
346,IP,75.42.248.148,IP address flagged for suspicious activity: 75.42.248.148,2024-08-06 02:11:26.830
347,IP,92.241.83.161,IP address flagged for suspicious activity: 92.241.83.161,2024-09-22 07:29:26.833
348,MERCHANT,Merchant_708097833_411,Suspicious transactions detected for merchant Merchant_708097833_411,2024-12-25 13:25:26.837
349,MERCHANT,Merchant_782783854_576,Suspicious transactions detected for merchant Merchant_782783854_576,2024-08-04 22:25:26.837
350,IP,111.193.41.24,IP address flagged for suspicious activity: 111.193.41.24,2024-03-17 06:08:26.840
351,IP,173.136.186.162,IP address flagged for suspicious activity: 173.136.186.162,2024-08-10 18:16:26.847
352,MERCHANT,Merchant_2074456186_553,Suspicious transactions detected for merchant Merchant_2074456186_553,2025-02-25 03:49:26.847
353,MERCHANT,Merchant_1436420201_4077,Suspicious transactions detected for merchant Merchant_1436420201_4077,2025-11-13 23:56:26.850
354,USER,tringa.gjoka6388@icloud.com,Suspicious activity detected for user tringa.gjoka6388@icloud.com,2025-12-09 04:43:26.853
355,USER,nrama8261@live.com,Suspicious activity detected for user nrama8261@live.com,2025-08-31 09:21:26.860
356,IP,19.85.119.78,IP address flagged for suspicious activity: 19.85.119.78,2024-12-24 21:30:26.863
357,IP,98.117.7.41,IP address flagged for suspicious activity: 98.117.7.41,2025-11-30 21:32:26.867
358,IP,85.202.233.40,IP address flagged for suspicious activity: 85.202.233.40,2024-04-03 07:02:26.873
359,USER,altin_basha2026@yahoo.com,Suspicious activity detected for user altin_basha2026@yahoo.com,2025-12-06 07:49:26.877
360,MERCHANT,Merchant_842717909_1920,Suspicious transactions detected for merchant Merchant_842717909_1920,2025-02-12 10:49:26.880
361,IP,19.85.85.202,IP address flagged for suspicious activity: 19.85.85.202,2024-05-15 20:13:26.887
362,USER,lhoxha6405@icloud.com,Suspicious activity detected for user lhoxha6405@icloud.com,2025-08-06 17:38:26.890
363,MERCHANT,Merchant_708651931_2572,Suspicious transactions detected for merchant Merchant_708651931_2572,2024-10-15 20:59:26.893
364,IP,187.113.35.254,IP address flagged for suspicious activity: 187.113.35.254,2024-07-12 21:05:26.897
365,MERCHANT,Merchant_428984394_3155,Suspicious transactions detected for merchant Merchant_428984394_3155,2025-10-13 22:04:26.900
366,MERCHANT,Merchant_1637029134_4770,Suspicious transactions detected for merchant Merchant_1637029134_4770,2025-10-29 23:57:26.900
367,MERCHANT,Merchant_1049283064_851,Suspicious transactions detected for merchant Merchant_1049283064_851,2025-10-08 19:15:26.903
368,MERCHANT,Merchant_1002050171_975,Suspicious transactions detected for merchant Merchant_1002050171_975,2024-02-11 04:46:26.907
369,IP,213.194.86.84,IP address flagged for suspicious activity: 213.194.86.84,2024-09-22 06:55:26.910
370,IP,62.177.163.190,IP address flagged for suspicious activity: 62.177.163.190,2025-09-25 06:51:26.913
371,MERCHANT,Merchant_995415203_3374,Suspicious transactions detected for merchant Merchant_995415203_3374,2024-03-16 02:31:26.917
372,MERCHANT,Merchant_2145952377_4910,Suspicious transactions detected for merchant Merchant_2145952377_4910,2025-10-12 08:32:26.920
373,IP,99.232.85.209,IP address flagged for suspicious activity: 99.232.85.209,2025-03-13 21:58:26.923
374,USER,akadriu8729@aol.com,Suspicious activity detected for user akadriu8729@aol.com,2025-11-24 09:24:26.927
375,MERCHANT,Merchant_1879466167_920,Suspicious transactions detected for merchant Merchant_1879466167_920,2024-03-21 15:32:26.930
376,USER,rrezart.kuka9048@protonmail.com,Suspicious activity detected for user rrezart.kuka9048@protonmail.com,2024-04-22 12:14:26.933
377,USER,rigon.thomas4376@hotmail.com,Suspicious activity detected for user rigon.thomas4376@hotmail.com,2025-01-06 19:38:26.937
378,USER,ohernandez4489@protonmail.com,Suspicious activity detected for user ohernandez4489@protonmail.com,2025-12-17 10:00:26.940
379,MERCHANT,Merchant_216675279_137,Suspicious transactions detected for merchant Merchant_216675279_137,2024-08-22 18:09:26.943
